handle,username,timestamp,content,topic,language,economic_policy,social_policy,economic_policy_rounded,social_policy_rounded
@hanaadrovic,Hana Adrović,2019-11-24T15:44:04.000Z,Razglednica iz Bele Crkve ,crkva,und,0.4,0.4,0.5,0.5
@NovaStranka,Nova stranka,2022-03-02T19:56:01.000Z,"Moram da kažem nešto o zabludi o nama i Rusima kao ""večnoj braći"". 1183. u Pantelejskoj crkvi su se sreli Stefan Nemanja i Barbarosa, ne neki Rus. 1878. su Sanstefanskim sporazumom napravili Veliku Bugarsku. Prvi Svetski rat? Šta su nam pomogli? Ništa"", ističe @ZoranDirektno. 1/2",crkva,und,0.4,-0.5,0.5,-0.5
@hanaadrovic,Hana Adrović,2021-02-18T21:32:28.000Z,"Prijem nakon proslave Badnje večeri i bogosluženja u crkvi Svetog Preobraženja Gospodnjeg u Zagrebu, januara 2019.",crkva,und,0.4,0.4,0.5,0.5
@BoskoObradovic,Бошко Обрадовић,2017-09-08T05:49:06.000Z,Давање ордена СПЦ Зорани Михајловић је брука и срамота наше Цркве. Улизивање политичарима на власти (посебно страним агентима) је скандал!,crkva,sr,0.4,0.8,0.5,1.0
@BoskoObradovic,Бошко Обрадовић,2018-08-25T12:41:55.000Z,"Поздрављам идеју за одржавање ванредног Сабора СПЦ на тему КиМ и предлажем да се прошири у свесрпски црквено-народни Сабор на који би били позвани сви водећи представници српског народа из Србије, региона и расејања, јер је преломни тренутак. Црква и Народ могу зауставити издају.",crkva,sr,0.4,0.8,0.5,1.0
@PartizanusV,"Prof. dr Vladimir Vuletić, #CNB",2020-12-11T09:35:49.000Z,"Tebra, Zvezda je stub srBstva i čuvar pravoslavlja!",crkva,und,0.3,0.5,0.5,0.5
@PartizanusV,"Prof. dr Vladimir Vuletić, #CNB",2019-12-30T09:44:00.000Z,"“Poruke stižu sa svih strana,
tiše od Tihog okeana,
Samo gole istine bole,
samo grešni vernici za tebe mole...Pravoslavlje dolazi sa juga,Pravoslavlje ispunjava želje,
Tvoja suza zaleđena čeka,Pravoslavlje narodno veselje...”",crkva,und,0.3,0.5,0.5,0.5
@SasaRadulovich,Saša Radulović,2019-12-11T20:32:05.000Z,Obnova srpske pravoslavne crkve Sveti Sava u srcu Menhetna nakon požara pre 3 godine. Tesla je pomagao kada je kupljena pre skoro 80 godina.,crkva,und,0.2,0.6,0.0,0.5
@SutanovacDragan,Šutanovac Dragan,2015-04-03T21:02:01.000Z,"Mozete da me napadate, da zidate crkve, da lazete... ali dzabe! #ostavka",crkva,und,0.4,-0.1,0.5,0.0
@SasaRadulovich,Saša Radulović,2021-06-30T08:26:07.000Z,"Ovo je zaista istina. U Kosovskoj bici se borila armija svih stanovnika na Balkanu. Na Vidovdan te 1389 na Balkanu su u srpskim banovinama i županijama živeli pravoslavni ljudi koji su sebe zvali Srbi.
Beč i Berlin su za 200 godina novokomponovali narode od potomaka tih ljudi.",crkva,und,0.2,0.6,0.0,0.5
@SPDveri,ДВЕРИ,2019-05-15T11:12:48.000Z,"Дани породице :)
> 15. - 26. мај <

У Београду 19. маја
Породична шетња ,,Дефиле дечјих осмеха'' Плато испрец Цркве Светог Марка

У Новом Саду 18. маја Трг слободе#SvetskiDanPorodice#InternationalFamilyDay",crkva,sr,0.3,0.8,0.5,1.0
@ZoranLutovac,Zoran Lutovac,2022-01-15T18:13:17.000Z,"Ko je ubio Olivera?
Protestna šetnja od Predsedništva do crkve sv. Marka
Nedelja, 16.01.2022. u 12.00",crkva,und,0.3,-0.2,0.5,0.0
@BoskoObradovic,Бошко Обрадовић,2019-12-21T23:53:53.000Z,"Има ли кога да каже Патријарху да је додела ордена издајницима и криминалцима, као и сликање и дружење са лоповима и бандитима тешка брука и срамота за СПЦ? Ово је прешло све границе и врх Цркве се невиђено компромитује. И то све на дан Сабора у Никшићу!",crkva,sr,0.4,0.8,0.5,1.0
@ZoranLutovac,Zoran Lutovac,2020-10-07T21:20:37.000Z,"Pozivam građane da zajedno obeležimo 1000 dana od atentata na Olivera Ivanovića.
Pucnji u Olivera bili su pucnji u zdrav razum, čast i poštenje.

Ponedeljak 12.oktobar, 19h, ispred crkve Svetog Marka.@demokrate",crkva,und,0.3,-0.2,0.5,0.0
@BoskoObradovic,Бошко Обрадовић,2022-02-15T12:01:22.000Z,"На данашњи црквени и национални празник, на велики дан наше државности, сабрали смо се у Марићевића јарузи у Орашцу да се поклонимо херојима из Првог српског устанка на челу са бесмртним вождом Карађорђем.

Сретење - дан за уједињење српских патриота! https://ko-obradovic-sretenje-dan-za-ujedinjenje-srpskih-patriota…",crkva,sr,0.4,0.8,0.5,1.0
@SPDveri,ДВЕРИ,2020-01-02T15:07:09.000Z,"Подигнимо свој глас против крајње насилничког, противправног покушаја брисања историјских и имовинских права епархија канонске Српске православне цркве на простору Црне Горе!
Апел за одбрану СПЦ у Црној Гори можете потписати овде: https://Фото: Objektiv Story",crkva,sr,0.3,0.8,0.5,1.0
@BoskoObradovic,Бошко Обрадовић,2017-05-29T20:04:53.000Z,Последњи пут кад се Вучић клео у цркви - знамо како је прошло! Издао је сва своја уверења из заклетве у СРС. Боље да се поново не заклиње!,crkva,sr,0.4,0.8,0.5,1.0
@SasaRadulovich,Saša Radulović,2020-01-03T12:26:09.000Z,"Crnogorska pravoslavna crkva naravno nikada nije postojala. 

Dovoljno je površno poznavanje istorije da bi se ovo znalo. Falsifikovanje istorije je prvi korak svakog kolonizatora. Za to uvek pronalazi vaše sunarodnike da šire falsifikat.",crkva,und,0.2,0.6,0.0,0.5
@SasaRadulovich,Saša Radulović,2019-04-29T14:16:21.000Z,"Pogled na Srpsku četvrt u Prizrernu. U pozadini Dušanov grad, Prizrenska Bogoslovija, Crkva Svetog Spasa iz 1330. i Džamija Sinan Paša iz 1615.",crkva,und,0.2,0.6,0.0,0.5
@BoskoObradovic,Бошко Обрадовић,2021-06-10T10:31:30.000Z,"Срећна крсна слава древној немањићкој задужбини Богородици Градачкој - Вазнесењској саборној цркви у староме Градцу, данашњем Чачку! Срећна црквена и градска слава свим Чачанима у родном граду и на привременом раду ван њега. И да остану што су увек били: бастион вере и родољубља!",crkva,sr,0.4,0.8,0.5,1.0
@NovaStranka,Nova stranka,2021-10-28T08:21:03.000Z,"NOVA najoštrije osuđuje nedavni izliv etnonacionalističke mržnje u Begeču, kada je u sanduče slovačke evangelističke crkve stiglo pismo u kojem su nabrojane slovačke porodice za prinudno iseljenje, jer je etnička mržnja ovakvog tipa razorila zemlju 90-tih.",crkva,und,0.4,-0.5,0.5,-0.5
@demokrate,Demokratska stranka,2020-11-20T10:48:28.000Z,Iskreno saučešće pravoslavnim vernicima i Srpskoj pravoslavnoj crkvi povodom smrti patrijarha Irineja.,crkva,und,0.4,-0.7,0.5,-0.5
@SasaRadulovich,Saša Radulović,2021-03-13T19:14:25.000Z,"80% građana Srbije iz ankete u anketu na ovo kaže: NE. I u tih 80% su praktično svi glasači vlasti.

Ta činjenica je i najveći problem vlasti: kako da zadovolje sponzora iz Berlina, potpišu nezavisnost Kosova, a da ne izgube svoje birače? Što je crkva za Mila, to je KiM za Vučića",crkva,und,0.2,0.6,0.0,0.5
@SutanovacDragan,Šutanovac Dragan,2015-12-20T20:54:30.000Z,Kad Vucicev bot pise o izdaji kuma Seselj se zagrcne! U Crkvi se zakleli pa prevarili a uz muziku ga u Hag ispratili,crkva,und,0.4,-0.1,0.5,0.0
@DostaJeBilo,ДЈБ - Суверенисти,2021-02-18T16:33:31.000Z,Čestitke Srpskoj pravoslavnoj crkvi i njenim vernicima na izboru mitropolita zagrebačko-ljubljanskog Porfirija za novog patrijarha SPC.,crkva,und,0.2,0.6,0.0,0.5
@DostaJeBilo,ДЈБ - Суверенисти,2021-04-11T12:35:52.000Z,"Radulović: Ono što je za Đukanovića pravljenje crnogorske crkve, to je za Vučića Kosovo i Metohija",crkva,und,0.2,0.6,0.0,0.5
@SutanovacDragan,Šutanovac Dragan,2014-11-04T18:40:09.000Z,Da li oseca stid kad prica o Seselju uz osmeh? #premijer #zakletva #crkva,crkva,und,0.4,-0.1,0.5,0.0
@demokrate,Demokratska stranka,2016-01-22T12:19:07.000Z,[Video] @SutanovacDragan: SNS u Beloj Crkvi zloupotrebila državne organe http://,crkva,und,0.4,-0.7,0.5,-0.5
@SasaRadulovich,Saša Radulović,2019-12-28T13:26:53.000Z,"Sve crkve i verske zajednice ili samo SPC?
Kome još oduzimati imovinu?
Neverovatno je šta ljudi pišu. A onda u sledećem tvitu odbrana vladavine prava i ljudskih prava i sloboda.",crkva,und,0.2,0.6,0.0,0.5
@DostaJeBilo,ДЈБ - Суверенисти,2016-06-20T18:27:38.000Z,.@SasaRadulovich Crkva kao udruženje građana treba da plaća poreze. Ne smeju imati privilegije. Poreski sistem treba da važi za sve.,crkva,und,0.2,0.6,0.0,0.5
@DostaJeBilo,ДЈБ - Суверенисти,2019-11-24T10:41:22.000Z," Danas smo u Beloj Crkvi.

Vidimo se u restoranu Klub od 15 sati.@SasaRadulovich @BrankaStamenkov @hanaadrovic",crkva,und,0.2,0.6,0.0,0.5
@SPDveri,ДВЕРИ,2020-06-10T12:31:13.000Z,.@IvanBKostic: Држава Србија да заштити имовину СПЦ у Црној Гори! Јутрос су код града Улциња уз помоћ припадника Министарства унутрашњих послова Црне Горе срушени конаци манастира Светог Василија Острошког који је у власништву Српске Православне Цркве.https://90/ivan-kostic-drzava-srbija-da-zastiti-imovinu-spc-u-crnoj-gori/…,crkva,sr,0.3,0.8,0.5,1.0
@SasaRadulovich,Saša Radulović,2014-09-23T11:41:04.000Z,"Današnje saopštenje SPC je sramota za generacije. Ponajviše vređa veru, hrišćanstvo, pravoslavlje i vernike. http://fo/ves/PBQOG…",crkva,und,0.2,0.6,0.0,0.5
@DostaJeBilo,ДЈБ - Суверенисти,2019-11-25T13:00:01.000Z,.@SasaRadulovich u Beloj Crkvi: Kolaboracionistička vlada SNS-a zastupa interese Nemačke u Srbijihttps://5/kolaboracionisticka-vlada-sns-a-zastupa-interese-nemacke-u-srbiji/…,crkva,und,0.2,0.6,0.0,0.5
@SutanovacDragan,Šutanovac Dragan,2020-04-17T18:00:09.000Z,"Ovde više nije u pitanju sveštenik niti SPC, ljudi koji veruju da se u crkvi ne mogu zaraziti i pored svih upozorenja, na njima je.",crkva,und,0.4,-0.1,0.5,0.0
@SasaRadulovich,Saša Radulović,2020-12-04T10:33:27.000Z,"I tako u velikoj crkvi manastira Svetog Joakima Osogovskog kraj Krive Palanke na severu Stare Srbije, na freskama iz 19.veka, srpski carevi Uroš i Lazar i srpski kraljevi Milutin i Stefan Dečanski, ""postaše"" car Vladimir Kievski, Jovan Milostivi, Konstantin Veliki, Nićifor Foka.",crkva,und,0.2,0.6,0.0,0.5
@SPDveri,ДВЕРИ,2021-05-25T12:27:45.000Z,У нади да ће саборни став Цркве Светог Саве утицати на председника Републике да у погледу Закона о родној равноправности искористи уставно право суспензивног вета и одбије да потпише овај својеврсни „уставни манифест“ „џендер“ идеологије“,crkva,sr,0.3,0.8,0.5,1.0
@SasaRadulovich,Saša Radulović,2014-03-15T10:14:42.000Z,@leyakeller Crkve treba da plaćaju porez.,crkva,und,0.2,0.6,0.0,0.5
@SasaRadulovich,Saša Radulović,2014-02-23T21:03:22.000Z,@pravoslavanSRB Da. Crkve treba da plaćaju sve poreze kao i svi drugi.,crkva,und,0.2,0.6,0.0,0.5
@SasaRadulovich,Saša Radulović,2021-07-24T12:41:41.000Z,"А онда је дошла Аустроугарска, која је поред промене вере становника, кренула да измишља нове народе, како би их одвојила од матице. Тако су и преци Зорана Милановића, али и Анте Павелића, пре него што је дошао Беч, били православни и сами за себе говорили да су Срби.",crkva,sr,0.2,0.6,0.0,0.5
@SasaRadulovich,Saša Radulović,2014-03-12T00:13:23.000Z,@Nemanja985 Crkve treba da plaćaju poreze.,crkva,und,0.2,0.6,0.0,0.5
@SasaRadulovich,Saša Radulović,2021-07-04T12:30:05.000Z,"Srbija mora da zna da su se svi ljudi na našim prostorima izjašnjavali kao Srbi, bili pravoslavni, pismeni pisali ćirilicom u vreme Kulina Bana.
Ne smeta nam da se neki potomci tih ljudi danas zovu kako god žele, ako im je tako lakše. Ali ne dozvoljavamo da se istorija prekraja.",crkva,und,0.2,0.6,0.0,0.5
@SutanovacDragan,Šutanovac Dragan,2022-03-04T23:09:56.000Z,Srpski pravoslavni neonacisti šetali protiv ukrajinskih pravoslavnih neonacista davajući podršku čečenskim mudžahedinima!,crkva,und,0.4,-0.1,0.5,0.0
@demokrate,Demokratska stranka,2016-01-22T12:04:29.000Z,SNS u Beloj Crkvi zloupotrebila državne organe – @SutanovacDragan http://,crkva,und,0.4,-0.7,0.5,-0.5
@SutanovacDragan,Šutanovac Dragan,2017-02-15T19:17:21.000Z,"Kada se Vulin krsti u crkvi, da li se odrekao komunisticke ideologije iskreno ili samo marketinski iz dnevno politickih potrebe?",crkva,und,0.4,-0.1,0.5,0.0
@SutanovacDragan,Šutanovac Dragan,2020-08-28T20:57:46.000Z,Problem je što prilikom projektovanja i izgradnje celog naselja Crkva nije bila u planu a onda se na volšeban način izvršila prenamena zemljišta pa umesto da naselje dobije vrtić forsira se bogomolja. Ljudi koji su kupovali stanove su praktično prevareni. To je problem a ne Crkva,crkva,und,0.4,-0.1,0.5,0.0
@WhistlerDick,Sergej Trifunović,2019-02-23T12:51:21.000Z,"Bela Crkva. Nekada 25.000 stanovnika, danas jedva 4.000. Branko Malović, poverenik za Južnobanatski i podunavski okrug, koji je šamarao gradonačelnicu Vršca i terao gradonačelnicu Smedereva da kleči,dobro radi svoj posao. 70-ak hrabrih ljudi, korača.",crkva,und,0.1,-1,0.0,-1.0
@DraganDjilas,Dragan Djilas,2022-01-12T14:24:38.000Z,"ČETIRI GODINE OD UBISTVA OLIVERA IVANOVIĆA.  

Nedelja, 16.1.2022. u 12 sati
Protestna šetnja od 
Predsedništva do Crkve Sv. Marka",crkva,und,0.3,-0.5,0.5,-0.5
@WhistlerDick,Sergej Trifunović,2019-04-16T11:48:47.000Z,"Vama glupanima, velikoserbskim nacionalistima koji seirite što gori Notre Dame, neka se ureže u moždanu koru da su zvona te predivne crkve oglašavala pobedu Kneza Lazara nad otomanskom imperijom, 29.6.1389.",crkva,und,0.1,-1,0.0,-1.0
@WhistlerDick,Sergej Trifunović,2019-03-07T14:34:17.000Z,"“”Reče mi jedan čoek”, (ovo je samo da bih iznervirao Teofila)da sutra na protest u NS, dolaze dva autobusa ligaša iz Bele Crkve i drugih mesta i gradova Vojvodine. Tobož revoltirani mojim govorom, imaju zadatak da naprave incident, spremni da zastave Vojvodine koriste za tuču.",crkva,und,0.1,-1,0.0,-1.0
@MarinikaTepic,Marinika Tepić,2020-07-07T22:56:03.000Z,"Krenuli konjicom na ljude ovde prema Crkvi Sv. Marka, ali uzvraćeno, pa je povukli.",crkva,und,0.1,-0.4,0.0,-0.5
@WhistlerDick,Sergej Trifunović,2019-06-17T00:27:14.000Z,"“vrijeme da ispravimo istorijsku nepravdu....priča o prekograničnim eparhijama, suprotna osnovnim principima organizacije pravoslavlja svuda u svijetu...” Milo mili, u jednoj rečenici,israo si se za sve pare. Više no ovaj naš mučenik koga si ojačao, u svim izgovorenim rečenicama.",crkva,und,0.1,-1,0.0,-1.0
@MarinikaTepic,Marinika Tepić,2018-09-25T08:39:06.000Z,"Tačno sam znala da onaj Branko Malović što po Pančevu, Vršcu, Opovu, Beloj Crkvi, Kovinu, Podunavlju džepari javne budžete i privrednike, a poziva se na tvog brata i tebe, radi to na svoju ruku, ma nikako uz vaš blagoslov!",crkva,und,0.1,-0.4,0.0,-0.5
@SlobodaIPravda,Stranka slobode i pravde,2019-12-07T17:06:28.000Z,"Poruka sa sednice Glavnog odbora:

""Ovaj režim se raspada i to zahvaljujući profesorkama iz Bele Crkve i Ćuprije, studentima, novinarima i suzama petogodišnje Marte.

Ovaj sistem ruše ljudi koji ne pristaju na laži, prevare i lopovluke.

A mi ćemo ih podržati u njihovoj borbi.""",crkva,und,-0.5,0,-0.5,0.0
@SlobodaIPravda,Stranka slobode i pravde,2020-10-11T07:04:33.000Z,  Sprečavamo rušenje Starog savskog mosta i potrebni su nam vaši potpisi podrške! Terazije Bezistan 16-18h  Kalenić pijaca 10-12h Banjička pijaca 10-12h Stari Merkator 10-12h Taš kod crkve Svetog Marka 11-13:30h,crkva,und,-0.5,0,-0.5,0.0
@MarinikaTepic,Marinika Tepić,2018-01-23T11:49:20.000Z,"Alarmiramo javnost, tužilaštvo i nadležne za organizovani kriminal o  dokazima da je kancerogeni otpad u Obrenovcu identičan ilegalno tretiranom i skladištenom otpadu u Beloj Crkvi od firme Eko-21. 
O kome je ministarstvo Branislava Nedimovića znalo! 
I da nije još sve pronađeno!",crkva,und,0.1,-0.4,0.0,-0.5
@WhistlerDick,Sergej Trifunović,2018-01-28T21:24:14.000Z,"Nemoguće! Vladimir je veliki, častan, veliki prijatelj,naš pravoslavni brat i borac za slobodu protiv zlog okupatora",crkva,und,0.1,-1,0.0,-1.0
@MiikiAleksic,Miroslav Aleksic,2018-04-28T10:30:12.000Z,"Brvnara Crkva Sv Lazara u Kuršumliji, podignuta posle Kosovskog boja, na mestu gde je pričešćen deo vojske Kneza Lazara koja je išla u boj. Crkva je poznata i po šljivama koje rastu uvijene, što je jedinstvena pojava samo na ovom mestu.",crkva,und,0.2,0.2,0.0,0.0
@StrankaNarodna,Narodna stranka,2018-07-01T19:30:17.000Z,"Danas smo u Beloj Crkvi uradili dobru stvar za narod.

Više info: https://",crkva,und,-0.2,-0.7,0.0,-0.5
@jeremic_vuk,Vuk Jeremić,2019-12-28T19:10:09.000Z,Јеремић y Крагујевцу: Вучић подржава Ђукановића у отимању имовине цркве у Црној Гори,crkva,sr,0,-0.2,0.0,0.0
@StrankaNarodna,Narodna stranka,2020-05-13T15:08:51.000Z,Народна странка најоштрије осуђује хапшење владике будимљанско-никшићког Јоаникија и седморице свештеника Српске православне цркве и захтева њихово хитно пуштање на слободу.,crkva,sr,-0.2,-0.7,0.0,-0.5
@jeremic_vuk,Vuk Jeremić,2018-08-06T22:08:37.000Z,"Na svoj drugi rođendan, u Sabornoj crkvi Svetog Arhanđela Mihaila u Beogradu, svoj duhovni život je kroz Svetu Tajnu Krštenja započeo Mihailo Miško Jeremić Hadson.

Na ponos ujke i na mnogaja ljeta!!",crkva,und,0,-0.2,0.0,0.0
@jeremic_vuk,Vuk Jeremić,2018-08-31T11:54:48.000Z,"Ovo izgovara jedan od liberalnijih kosovskih političara, i to pre nego što bi “razgraničenjem” srpske crkve i manastiri ostali na teritoriji punopravne članice UN. 

U roku od par godina, imali bi Veliku Albaniju i jednistvenu Albansku pravoslavnu crkvu.",crkva,und,0,-0.2,0.0,0.0
@StrankaNarodna,Narodna stranka,2019-12-28T18:40:12.000Z,Јеремић: Вучић подржава Ђукановића у отимању имовине цркве у Црној Гори @jeremic_vuk #crnagora,crkva,sr,-0.2,-0.7,0.0,-0.5
@StrankaNarodna,Narodna stranka,2021-02-20T08:25:40.000Z,"Народна странка честита свештенству, монаштву и верном народу Српске православне цркве увођење у трон Светог Саве Његове светости Архиепископа пећког, митрополита београдско-карловачког и патријарха српског Господина Порфирија.",crkva,sr,-0.2,-0.7,0.0,-0.5
@WhistlerDick,Sergej Trifunović,2020-12-29T23:09:58.000Z,"Nije bre lako ni ovim advokatima. Evo slušam Koluvijinog branioca,jadna mora da ponavlja kako je njen klijent hteo pravoslavno seme po svim kanonima sa Svete Gore, da je to osveštano i da hteo da podigne BDP Srbiji. Žena ima masku ali vidiš da joj nije do života kad lupeta ovako.",crkva,und,0.1,-1,0.0,-1.0
@MiikiAleksic,Miroslav Aleksic,2020-11-20T10:56:33.000Z,"Njegova Svetost Patrijarh srpski g. Irinej boravio je u Trsteniku 16 i 17.1.2016.godine.

Obišao je manastir Ljubostinju, osveštao spomenik kneginji Milici i služio prvu Patrijarašku službu posle 50 godina u crkvi Sv Trojice u Trtsteniku.

Neka mu Bog podari večni život u Hristu.",crkva,und,0.2,0.2,0.0,0.0
@WhistlerDick,Sergej Trifunović,2017-05-22T15:49:47.000Z,"@avucic je propustio da kaže da je Gašić u dugim i mučnim mesecima bez funkcije, obavljao funkciju sveca/ktitora na fresci kruševačke crkve.",crkva,und,0.1,-1,0.0,-1.0
@MiikiAleksic,Miroslav Aleksic,2019-10-09T08:22:24.000Z,"Самосталност Цркве треба да се слави, али и да се покаже.",crkva,sr,0.2,0.2,0.0,0.0
@MarinikaTepic,Marinika Tepić,2018-01-23T17:10:29.000Z,"Odlično je, draga @anabrnabic što urgentno odgovarate poslanicima preko TW. Zgodnije nego da vas propitujemo u Skupštini. A i kad dođete jednom u 6 meseci, pričate šta hoćete. Uzgred, hajde pogledajte i snimke opasnog otpada u B.Crkvi za koji verujem da je završio u Obrenovcu?",crkva,und,0.1,-0.4,0.0,-0.5
@StrankaNarodna,Narodna stranka,2020-01-18T16:08:19.000Z,Омладина Народне странке: Црногорски сценарио могућ и за српске цркве на Косову https:///narodna-stranka-omladina-kosovo-i-metohija-ivan-gajic-srpska-pravoslavna-crkva-crna-gora#.XiMta70HLp0.twitter…,crkva,sr,-0.2,-0.7,0.0,-0.5
@jeremic_vuk,Vuk Jeremić,2021-06-08T08:05:33.000Z,"“Za @StrankaNarodna, Kosovo i Metohija je integralni deo Srbije - sada i zauvek.

Ne može se nijedan misleći i odgovoran narod odreći mesta svog prarođenja, mesta na kome je rođena i država i crkva i jezik.”@SinisaKovacevi6@NarodnaStranka",crkva,und,0,-0.2,0.0,0.0
@jeremic_vuk,Vuk Jeremić,2018-07-01T08:52:06.000Z,Бела Црква: Заједнички наступ Народне странке и Белоцркванске слободне иницијативе,crkva,sr,0,-0.2,0.0,0.0
@jeremic_vuk,Vuk Jeremić,2021-09-06T12:06:40.000Z,"Pa kako Vam onda nije jasno? Srpska pravoslavna crkva je izuzetno važan deo našeg nacionalnog i kulturnog identiteta, nadam se da se slažete…",crkva,und,0,-0.2,0.0,0.0
@MarinikaTepic,Marinika Tepić,2018-04-06T13:32:38.000Z,"A sednicu će Malović 'pripremati' tako da privedu i gepekuju sve 'nevaljale' odbornike i drže ih u karantinu u nekom npr. hotelu dok ih ne sprovedu na sednicu kad dođe vreme sednice. Ista matrica kao u Kovačici, B.Crkvi i drugim Malovićevim 'terenima' u J.Banatu.",crkva,und,0.1,-0.4,0.0,-0.5
@BorkoStef,Borko Stefanović,2015-08-20T19:11:27.000Z,@istinabatocine @SenaTodorovic @sretenovitch @biljana0001 e to ce ti resiti bunare. I crkva da okadi vodu. Odmah ce biti u redu.,crkva,und,0.1,-0.3,0.0,-0.5
@WhistlerDick,Sergej Trifunović,2020-12-29T22:41:20.000Z,Vidim da me baca na pravoslavlje....,crkva,und,0.1,-1,0.0,-1.0
@WhistlerDick,Sergej Trifunović,2019-05-14T16:29:36.000Z,"Ko glupane glupi, laje po crkvi?",crkva,und,0.1,-1,0.0,-1.0
@WhistlerDick,Sergej Trifunović,2018-02-22T17:25:28.000Z,"Jereticima u odnosu na šta? Po Hristu, zvanična crkva je jeretik najveći.",crkva,und,0.1,-1,0.0,-1.0
@WhistlerDick,Sergej Trifunović,2019-01-16T00:44:22.000Z,Otkrivenje Jovanovo. Andjelu Laodikijske crkve. Corner stone Bjesova. Namalati na zidove.,crkva,und,0.1,-1,0.0,-1.0
@WhistlerDick,Sergej Trifunović,2019-03-17T02:09:47.000Z,"Nemaju pojma ljudi u Beogradu, šta znači biti opozicija u provinciji. Ozbiljan bes imam na sve koji su nas u Beloj Crkvi, Knjaževcu, Kruševcu, gledali iz kafića. Popizd.",crkva,und,0.1,-1,0.0,-1.0
@BorkoStef,Borko Stefanović,2015-11-28T15:33:59.000Z,"@VladimirTodoric @somboracmarko apsolutno nema bilo sta iz mog predloga, osim donekle zaust.stednje gradjana. Crkva i zemljiste ni blizu.",crkva,und,0.1,-0.3,0.0,-0.5
@BorkoStef,Borko Stefanović,2014-08-28T22:22:24.000Z,"@Krle22 Za hadziju,ipak se mora posetiti crkva Hristovog groba, ne vaskrsenja.",crkva,und,0.1,-0.3,0.0,-0.5
@MarinikaTepic,Marinika Tepić,2018-04-06T13:34:41.000Z,"U Beloj Crkvi su i dislocirali sednicu, zakazali je na drugom mestu, a na opozicione odbornike bacali suzavac dok ih je angažovano skupštinsko obezbeđenje sprečavalo da uđu.",crkva,und,0.1,-0.4,0.0,-0.5
@BorkoStef,Borko Stefanović,2018-03-21T19:19:11.000Z,"Crkve i manastiri na KiM bi dobijali pomoć države kao i sad, jer nisu samo verski objekti i imaju ogromno kulturološko i identitetsko značenje.",crkva,und,0.1,-0.3,0.0,-0.5
@BorkoStef,Borko Stefanović,2014-08-28T22:24:01.000Z,@Krle22 Struja je bio u Crkvi Hristovog groba.#realhaji,crkva,und,0.1,-0.3,0.0,-0.5
@jeremic_vuk,Vuk Jeremić,2012-11-02T04:07:16.000Z,@Leksandor Svanulo je iznad Crkve Svetog Marka...,crkva,und,0,-0.2,0.0,0.0
@BorkoStef,Borko Stefanović,2015-10-21T16:20:22.000Z,@Draganmarkovic postujem vase pravo na stav i poruke. Ali ne verujem u postrojenu omladinu sa dignutom rukom ispred crkve.,crkva,und,0.1,-0.3,0.0,-0.5
@BorkoStef,Borko Stefanović,2015-01-12T21:08:12.000Z,@teskicentar @DruidIz @HeadBuster82 @antikomunjara @RFilipovic njima je ta crkva i Staljin Rusija. Sve drugo im je nebitno.,crkva,und,0.1,-0.3,0.0,-0.5
@BorkoStef,Borko Stefanović,2015-01-12T21:07:39.000Z,@teskicentar @DruidIz @HeadBuster82 @antikomunjara @RFilipovic ista ona crkva koju je Staljin sravnio sa zemljom. E to je to. Njima je isto.,crkva,und,0.1,-0.3,0.0,-0.5
@jeremic_vuk,Vuk Jeremić,2018-08-28T16:07:20.000Z,"Na slici nije crkva, već manastirska trpezarija.

Iguman izgovara molitvu pred početak Gospojinskog ručka.

U tom trenutku celokupno bratstvo, kao i gosti, naravno, sede.",crkva,und,0,-0.2,0.0,0.0
@BorkoStef,Borko Stefanović,2014-08-28T22:39:56.000Z,@Krle22 @MladenAleksic85 Ne sporim. Znam coveka. Samo crkva se zove Holly Sepulchre.,crkva,und,0.1,-0.3,0.0,-0.5
@BorkoStef,Borko Stefanović,2018-03-21T19:22:43.000Z,Nije uopšte. Kosovo ima svoje zakone i ni na koji način ne mogu sprečiti našu pomoć narodu pa i Crkvi na KiM.,crkva,und,0.1,-0.3,0.0,-0.5
@jeremic_vuk,Vuk Jeremić,2013-01-04T14:26:52.000Z,@Doxx @DM_Bass ...usput popalivsi crkve u kojima mu je otac bio svestenik.No nemojmo vise o tome danas.Srecna nova godina,crkva,und,0,-0.2,0.0,0.0
@markodjuric,Марко Ђурић,2021-10-16T17:45:28.000Z,"Our self-propelled gun-howitzer NORA is @AUSAorg superstar and the pride of #Serbian defense industry. 
By exhibiting and participating in the largest international event of this kind on US soil, we demonstrated our progress, development, and overall #defense industry capacities.",lgbt,en,0.3,0.9,0.5,1.0
@markodjuric,Марко Ђурић,2022-02-10T19:40:30.000Z,"When your country is the driving force of #regional economic ship, you feel immense pride when explaining how prudent policies&reforms implemented by @predsednikrs and @SerbianGov brought us to where we are today.@SenToddYoung, thank you for acknowledging ’s economic progress!",lgbt,en,0.3,0.9,0.5,1.0
@ZoranT11,Zoran Tomić,2022-02-10T20:34:53.000Z,"Ljuti se tajkun što narod za Ponoša kaže da je NATO kandidat, a na pitanje da li Srbija ikada može da bude članica NATO odgovor je...nikad ne recite nikad?! Istinu ne mogu da sakriju, a večeras su sve karte otkrivene. Neće Srbija biti NATO kolonija kakvom je Đilas i Ponoš žele!!!",lgbt,und,0.5,0.7,0.5,0.5
